total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
476,1,84,63,108,453,152,85,73,250,5
197,493,32,78,388,355,66,8,95,85,5
54,487,12,183,245,5,40,91,19,457,0
157,14,49,391,481,447,362,31,29,357,5
172,374,31,219,69,392,260,7,76,285,0
397,96,96,121,225,90,270,2,8,138,3
294,161,37,53,31,40,365,33,38,294,5
153,57,58,225,290,53,474,6,30,495,1
487,380,15,487,207,51,477,75,82,256,1
476,292,31,115,13,75,125,13,66,166,2
128,391,64,408,410,409,470,53,7,122,0
27,89,79,469,201,192,403,90,49,106,2
177,449,33,322,380,301,197,25,26,110,5
316,329,17,424,438,191,249,48,3,314,2
117,490,93,214,194,408,389,13,29,149,5
225,325,71,7,58,68,415,71,24,383,4
431,216,58,172,209,476,402,57,32,7,5
110,48,3,337,479,440,239,1,30,216,0
126,407,16,4,198,276,419,43,31,467,5
162,267,42,29,298,458,51,41,26,402,1
352,97,30,371,303,352,436,67,83,215,2
41,333,28,22,458,412,335,83,90,235,0
86,473,90,49,192,350,313,4,88,226,5
340,379,42,98,330,83,466,27,32,406,5
5,380,82,405,1,105,322,66,63,40,3
103,12,49,373,100,419,253,23,34,14,3
349,165,53,277,152,425,280,76,19,61,3
451,468,1,215,208,293,127,0,43,32,5
488,238,79,213,55,348,440,89,84,284,2
45,342,47,293,160,304,282,71,32,252,2
364,149,3,374,331,106,109,56,31,179,3
204,66,5,44,329,91,495,59,2,129,5
216,123,69,95,316,74,82,58,23,21,0
165,268,89,471,254,279,148,64,71,139,2
163,306,96,462,271,185,285,83,58,145,3
104,312,94,216,194,336,281,24,27,379,5
153,281,8,115,67,339,452,98,17,288,2
205,99,57,441,304,445,191,87,30,144,5
57,48,9,13,28,262,45,71,96,413,4
237,457,30,42,270,89,295,73,44,263,4
59,215,2,43,30,481,125,47,36,201,0
20,348,25,87,446,400,270,54,9,142,1
362,15,80,224,436,489,117,75,28,219,2
261,298,53,96,92,213,154,79,22,486,0
183,357,58,225,11,131,37,35,16,222,1
266,357,77,266,46,224,289,27,24,102,2
344,116,4,475,145,147,35,59,18,414,2
272,62,18,474,267,127,479,74,22,384,2
341,191,15,407,344,388,487,97,9,285,1
55,147,28,235,29,137,92,88,70,403,2
241,29,80,35,85,52,154,20,76,249,0
483,157,97,112,371,263,463,72,29,51,5
114,354,57,64,357,314,384,24,87,32,0
216,241,68,468,481,380,200,2,44,427,3
285,62,54,60,131,124,79,21,90,375,2
253,271,90,239,4,222,103,21,44,93,5
13,203,1,87,202,325,160,31,94,165,5
35,76,95,116,29,334,400,65,3,301,0
315,69,28,453,454,233,19,13,70,12,3
21,229,90,150,461,345,355,74,29,373,5
321,84,10,161,255,466,296,64,12,103,2
153,409,30,100,406,145,489,47,99,312,4
440,21,45,289,52,392,276,18,17,302,0
209,9,84,458,254,331,396,92,86,285,1
265,152,90,115,372,261,348,8,17,37,2
244,238,40,203,5,7,115,95,56,29,5
186,37,34,69,151,312,156,85,16,62,5
297,226,55,317,399,472,189,86,47,382,1
279,328,56,439,333,31,451,88,39,363,2
442,372,0,4,75,404,253,83,65,260,3
456,427,14,195,388,66,321,78,59,313,3
136,132,27,370,463,347,94,8,77,141,4
456,265,89,162,140,59,440,10,87,333,3
64,251,61,119,210,144,165,20,10,321,3
386,456,95,47,150,6,430,99,46,30,2
373,469,24,184,65,409,86,0,75,87,2
173,361,58,289,50,172,234,4,87,399,2
164,483,12,379,483,13,464,19,46,24,4
210,262,61,71,298,398,151,40,77,358,3
145,221,9,116,145,423,290,17,31,278,1
446,307,80,453,438,44,177,79,34,286,5
102,497,28,19,264,456,59,99,90,491,4
361,265,78,452,34,309,312,31,95,280,0
356,135,71,317,110,468,113,53,48,417,5
45,478,86,136,347,231,384,42,95,440,1
188,240,9,136,32,440,201,45,73,304,3
313,277,40,137,437,450,300,27,22,166,2
69,97,0,442,361,301,160,78,51,43,3
189,38,43,359,159,249,179,19,43,0,0
128,169,34,358,275,99,156,8,3,447,3
354,1,29,86,375,38,14,10,36,387,5
440,217,36,335,242,478,382,36,23,479,0
124,162,69,423,399,393,53,44,5,61,4
421,12,74,439,360,23,396,99,95,3,2
223,357,79,405,175,179,114,78,48,264,5
361,150,27,492,444,204,258,37,67,219,3
138,272,72,272,414,220,189,47,36,250,5
113,177,74,303,29,448,222,46,64,287,4
445,174,32,79,116,128,38,42,60,355,1
139,407,33,71,369,349,253,33,11,274,0
433,168,5,90,87,285,81,83,4,327,5
349,224,71,295,191,412,17,44,25,492,1
355,272,42,194,359,281,112,85,9,55,5
123,350,36,176,441,142,225,12,32,219,4
187,193,60,212,275,325,2,63,20,351,0
263,416,24,137,23,315,172,33,50,26,3
22,304,58,357,398,1,94,68,11,434,2
271,80,80,80,330,210,255,17,31,399,1
483,265,88,333,272,159,7,54,35,350,2
232,64,28,113,210,128,24,28,70,446,4
188,340,80,48,242,312,330,66,36,463,0
137,229,69,418,27,241,442,40,80,216,1
441,133,66,67,478,122,402,40,99,115,4
39,106,18,378,205,113,423,74,34,57,1
17,416,16,463,484,311,326,38,67,19,0
470,176,69,155,364,73,413,70,6,292,3
384,131,7,193,322,327,21,15,67,412,2
495,213,94,242,465,396,322,94,64,356,2
489,148,75,315,404,486,63,63,90,445,3
390,232,59,369,370,479,9,61,88,268,4
186,342,74,273,294,352,455,14,97,270,3
279,344,61,303,487,296,451,62,85,224,1
183,114,20,268,373,251,106,39,28,274,0
267,299,73,132,291,250,279,46,93,45,5
164,388,47,245,473,443,311,25,64,11,1
103,373,93,399,160,364,485,43,41,91,4
485,38,45,404,45,190,419,14,19,222,0
417,443,89,383,422,443,79,71,10,315,3
285,175,47,450,342,423,109,83,46,333,4
82,309,84,296,140,463,230,94,2,270,3
308,438,81,249,65,201,446,30,65,45,2
215,281,61,301,346,342,278,20,73,22,2
355,183,1,309,284,401,377,7,81,320,2
143,204,98,411,316,297,118,62,70,68,1
223,447,64,209,370,10,351,45,30,249,0
463,284,73,28,336,19,238,63,81,480,4
355,137,41,104,60,117,214,69,74,358,4
312,160,76,5,60,272,206,9,4,356,3
340,41,39,421,1,37,170,93,56,322,2
490,248,59,20,101,203,298,19,34,492,3
2,52,36,141,488,478,336,36,14,355,0
334,225,47,42,340,233,462,85,3,479,2
186,9,89,166,191,234,196,27,97,205,0
10,257,56,350,225,411,46,68,33,427,3
410,440,10,236,57,481,185,66,18,384,2
345,374,27,482,2,36,118,6,68,102,5
378,235,73,80,231,473,416,28,4,364,5
115,190,30,318,299,447,23,24,74,128,3
87,417,75,176,129,165,269,1,39,377,0
420,336,93,46,302,142,110,59,12,468,2
274,465,87,63,202,231,371,41,69,462,1
157,86,66,365,183,113,21,96,27,426,3
388,366,49,259,61,310,60,32,74,206,1
336,122,62,33,241,214,103,93,33,477,3
249,209,44,397,301,439,466,3,81,250,4
401,411,90,313,302,433,33,85,33,259,0
109,388,74,285,40,394,253,43,42,56,1
278,347,75,290,331,86,489,84,99,297,0
334,318,99,475,16,222,445,91,30,447,5
230,370,51,474,285,32,163,29,52,252,1
229,442,61,409,470,291,238,40,33,110,4
496,255,9,320,452,279,96,33,94,376,0
81,18,85,326,2,349,354,67,80,393,0
239,317,5,142,80,127,20,10,14,318,1
288,90,93,4,156,313,397,0,24,395,2
162,233,36,423,217,69,147,45,59,386,1
440,93,90,10,62,470,143,11,15,0,3
207,106,36,470,156,445,18,46,90,16,0
220,276,81,452,297,101,300,16,67,493,0
369,9,93,421,344,143,470,54,16,182,3
219,122,96,142,350,492,177,69,64,311,3
265,318,95,478,415,388,81,34,83,228,0
344,31,47,320,193,141,424,44,72,96,2
152,346,80,434,367,423,158,55,52,139,2
442,330,28,47,421,311,132,14,36,83,3
200,34,89,375,0,117,373,62,39,223,4
439,202,35,133,341,470,230,90,53,204,4
208,172,4,227,70,65,71,80,58,180,3
171,381,3,30,311,147,457,39,19,308,5
310,222,19,429,18,376,14,83,67,96,4
179,355,52,185,372,444,33,35,9,326,5
57,248,15,400,396,87,456,46,52,311,2
38,348,33,369,414,302,373,29,86,162,2
420,70,50,298,479,36,265,15,24,170,3
229,269,11,9,180,336,287,91,75,21,3
189,354,53,474,165,473,495,13,81,353,4
89,386,60,190,398,308,4,90,25,475,2
98,196,11,479,341,166,137,54,93,431,2
164,292,92,156,295,276,254,19,99,392,2
6,122,2,430,196,294,36,79,37,348,3
223,155,10,30,300,246,224,97,84,441,2
169,480,7,256,174,210,234,2,13,37,5
194,443,43,171,169,197,421,67,19,330,1
280,329,12,440,164,330,271,24,80,375,5
237,18,75,494,299,401,196,18,81,454,2
373,435,51,208,2,300,172,52,52,289,3
482,222,91,359,407,455,424,54,25,464,4
389,179,92,305,296,203,317,91,22,92,1
400,112,3,424,124,491,212,20,68,167,2
406,480,99,228,197,249,260,16,53,477,4
145,387,47,366,328,390,329,45,44,36,2
404,15,49,95,250,226,224,13,99,186,0
29,93,37,279,172,200,183,1,30,170,5
130,118,0,263,409,227,370,36,50,276,2
5,322,84,43,209,285,94,62,97,424,1
52,245,54,356,44,336,468,31,62,437,4
468,394,14,390,90,326,182,72,29,202,1
89,68,34,12,475,36,115,61,31,283,4
52,22,15,194,336,97,88,10,23,287,5
123,370,8,255,443,483,112,70,45,319,4
88,247,52,254,14,403,453,83,5,109,0
12,468,15,52,160,272,14,15,61,25,0
255,241,55,52,470,74,266,21,12,66,2
74,341,36,345,305,25,320,10,72,186,3
487,341,4,294,483,340,281,93,31,255,4
262,316,19,402,153,327,418,14,93,170,3
497,116,29,151,436,189,50,13,13,126,2
175,135,37,288,419,133,434,78,94,88,2
236,97,32,307,164,468,12,28,28,194,4
284,7,95,174,74,384,370,76,52,481,1
36,20,23,467,20,416,300,18,53,485,5
276,428,67,23,423,178,289,1,74,51,2
204,347,11,355,298,204,49,57,69,478,2
300,175,87,227,279,4,212,20,15,44,4
335,308,90,386,86,223,472,64,0,381,2
281,234,94,57,41,238,5,47,87,492,2
35,350,91,393,241,417,259,64,84,351,1
320,172,63,333,111,489,361,95,45,415,3
276,0,16,75,70,400,5,89,89,222,5
81,369,98,477,95,387,123,34,82,83,4
453,393,56,322,289,399,220,93,30,491,1
409,137,27,484,80,368,24,5,93,32,1
462,433,42,434,185,337,331,82,75,484,5
206,252,58,190,311,34,24,77,60,336,1
330,256,32,55,280,356,53,11,40,248,1
256,403,62,337,195,219,325,86,53,402,5
205,481,55,482,105,151,54,20,52,381,4
419,246,45,383,297,223,174,96,6,296,5
264,29,11,288,428,227,27,90,16,46,0
400,279,9,386,229,208,97,38,40,383,4
341,336,41,484,210,88,446,75,37,296,5
421,374,57,146,318,72,15,83,24,243,2
436,210,35,377,139,353,399,59,80,317,1
139,301,49,465,327,324,475,78,56,426,0
301,49,61,187,340,319,48,48,93,401,4
440,31,26,157,408,1,333,88,53,240,5
245,173,0,13,481,343,3,23,53,239,3
357,256,61,260,106,93,444,59,35,58,2
370,162,83,455,438,73,174,47,95,467,5
352,453,44,292,122,181,36,6,24,339,3
52,352,53,180,171,453,364,32,86,13,0
130,348,48,433,386,249,374,21,3,99,1
238,435,50,246,196,44,287,62,90,203,1
83,124,43,471,48,327,496,75,98,291,5
27,497,86,16,239,313,352,79,93,392,4
383,94,68,46,45,281,40,27,6,285,1
241,185,67,214,210,356,426,76,89,87,2
192,259,57,396,318,305,188,31,80,494,0
455,483,52,25,352,278,45,58,66,433,3
149,171,89,273,122,175,271,70,13,462,2
488,229,75,231,413,169,453,56,28,466,3
65,187,5,302,216,106,318,28,36,372,4
197,438,23,442,51,52,447,77,25,143,2
93,254,40,445,7,1,87,56,37,72,1
415,135,47,147,413,183,110,36,94,268,5
89,165,61,371,383,377,359,62,23,297,0
492,28,72,206,196,59,89,12,77,460,3
29,72,18,487,54,424,317,40,86,406,2
444,474,95,239,345,346,374,83,74,401,1
10,105,24,378,169,144,193,50,64,329,5
98,317,74,31,372,364,61,94,71,214,5
214,397,47,226,272,23,483,99,74,153,5
383,257,8,351,342,361,46,79,1,100,5
147,29,1,452,306,301,478,4,17,62,1
350,65,20,111,449,72,458,53,81,17,5
201,382,80,240,300,454,148,60,78,141,4
94,320,98,400,34,48,257,14,12,51,3
431,455,10,85,258,283,249,12,94,350,1
223,251,27,409,193,61,383,89,54,239,4
321,247,2,295,392,85,152,27,96,97,3
205,245,98,82,103,244,191,65,63,149,2
486,407,24,406,231,414,145,30,76,151,4
321,111,27,65,59,292,143,67,42,140,3
117,377,71,187,24,307,463,35,90,466,5
394,350,54,335,421,60,356,4,90,64,0
226,304,53,495,291,288,409,69,32,324,1
136,461,90,124,280,336,497,18,85,81,5
284,491,63,111,216,342,489,2,67,304,1
272,38,22,158,341,396,209,86,67,283,1
211,110,70,251,437,270,59,11,8,241,5
320,429,85,378,431,445,203,52,88,278,3
31,247,5,328,191,218,366,92,20,192,1
254,125,9,320,43,147,316,30,19,14,5
390,257,32,181,133,248,401,24,98,99,4
5,174,56,425,444,322,80,57,34,357,1
413,386,61,47,108,424,362,41,34,196,5
425,245,19,310,54,446,454,56,71,395,2
362,210,92,24,250,8,323,67,69,131,3
1,384,63,288,298,295,306,58,78,313,3
494,158,19,77,430,479,34,1,54,262,4
314,180,39,461,410,364,485,39,29,493,2
92,54,37,170,243,114,155,38,13,392,5
472,203,77,355,138,270,14,82,84,491,5
206,131,18,436,450,354,270,58,71,406,4
345,397,72,135,124,12,123,65,87,368,1
464,410,27,307,134,39,349,31,76,155,5
435,32,78,328,235,180,42,59,59,396,3
348,121,0,300,391,273,151,1,71,456,5
371,271,36,97,466,2,288,57,7,37,4
175,94,14,93,247,130,76,89,23,140,0
395,294,20,403,103,123,180,93,93,376,5
36,378,64,419,325,430,287,2,12,373,3
153,405,44,265,383,429,432,95,94,414,3
50,307,0,73,495,128,360,97,25,319,3
71,303,83,455,321,43,18,94,86,387,3
455,371,84,343,496,284,284,85,20,178,3
4,320,89,145,376,467,192,42,32,14,4
220,414,52,408,409,319,427,99,15,362,4
102,199,51,5,105,344,456,0,8,488,3
426,254,66,335,460,376,442,66,5,60,0
477,167,13,56,253,499,227,40,55,491,3
108,215,5,411,40,324,420,5,0,464,3
399,170,20,463,217,421,176,61,24,352,0
174,273,67,198,137,469,473,27,91,53,3
457,371,65,414,447,292,355,21,21,433,3
334,128,12,75,252,17,10,96,51,246,5
11,270,22,392,230,413,387,86,44,3,4
133,171,53,5,497,115,69,83,0,134,5
495,268,80,365,412,386,161,76,32,365,1
106,164,72,115,99,372,419,84,81,196,4
355,244,24,379,443,219,120,26,46,317,4
398,27,96,149,37,402,185,37,53,185,3
409,361,93,33,135,25,446,99,54,352,0
192,321,82,441,342,429,241,76,41,389,3
90,257,2,55,204,71,354,8,89,204,2
137,251,24,195,233,104,215,7,94,365,5
306,354,72,352,466,329,419,62,20,235,4
321,349,28,328,103,18,356,82,18,229,2
469,72,63,245,22,14,112,96,45,413,5
478,232,19,331,354,249,481,74,53,102,4
332,39,43,427,480,139,142,41,8,401,2
481,453,82,58,466,208,394,13,88,226,5
64,142,47,415,331,333,125,89,26,313,3
267,263,12,65,471,198,71,46,98,339,5
54,165,31,490,224,217,460,49,29,342,5
303,44,37,247,205,206,51,41,74,375,4
338,185,48,182,133,0,26,83,4,101,3
188,311,52,185,12,220,304,85,83,273,3
493,64,24,266,404,432,349,52,38,49,2
471,388,55,81,351,215,25,48,82,54,3
387,350,6,69,3,9,205,78,31,326,3
298,444,3,148,168,274,75,3,77,38,3
32,253,46,371,147,205,205,34,65,429,3
424,482,22,294,31,307,486,74,82,161,0
200,126,12,342,99,273,53,33,16,150,0
288,421,18,163,284,455,398,51,55,317,2
361,468,35,187,187,383,343,75,64,427,5
364,223,45,122,210,390,213,88,77,249,5
318,59,39,276,498,134,496,54,48,116,3
464,266,5,353,399,351,460,46,69,398,3
487,342,43,406,21,488,8,3,76,485,3
143,34,18,33,300,65,249,97,80,123,2
321,479,63,30,319,441,422,56,46,347,2
233,330,90,445,137,224,496,57,81,483,4
72,269,84,168,176,183,54,33,0,162,5
166,388,23,414,268,64,17,45,82,397,3
322,280,71,363,35,88,376,37,36,261,0
395,63,44,39,339,305,291,22,31,86,2
410,146,12,154,497,12,345,82,10,215,5
30,300,8,473,341,187,496,23,86,241,0
423,489,48,271,267,84,98,26,28,450,3
423,212,22,32,441,400,311,58,46,210,4
193,184,7,23,99,319,406,45,67,363,1
397,326,90,260,405,222,75,8,9,251,4
43,461,60,175,307,406,347,91,32,311,5
257,495,73,100,497,106,326,75,11,246,0
159,489,55,143,368,388,460,16,31,193,5
427,423,74,24,399,459,248,27,12,427,5
311,171,54,221,163,411,327,34,95,306,2
132,410,10,373,181,352,222,68,15,3,2
432,31,47,282,14,319,121,8,52,345,5
359,340,97,453,77,373,277,40,0,174,2
349,475,50,351,261,466,382,25,77,133,5
483,499,38,21,205,13,188,6,15,332,0
276,63,98,359,318,390,399,19,38,368,1
65,201,78,484,316,367,422,23,62,214,1
38,336,36,305,88,342,63,59,58,338,3
408,89,87,367,455,46,302,58,63,465,1
1,314,49,49,173,353,38,75,95,385,3
438,21,21,166,179,118,419,0,32,33,1
276,85,78,475,209,350,209,14,75,46,0
308,447,33,114,141,128,14,1,88,284,0
422,198,22,165,224,214,51,26,15,412,1
0,213,16,169,199,251,393,65,63,234,1
317,270,27,103,19,42,60,52,4,481,2
382,346,5,351,114,173,356,42,20,116,2
272,13,18,66,388,391,77,86,26,463,1
360,138,24,0,406,362,269,43,6,334,1
180,311,4,187,298,169,132,90,74,211,1
483,206,55,356,66,32,467,13,6,235,0
40,39,10,301,227,402,369,80,25,261,0
57,323,23,416,65,436,490,72,98,352,1
226,474,8,40,340,119,88,48,30,292,5
478,465,38,72,181,327,400,45,3,317,0
2,60,85,48,83,10,258,48,47,58,3
55,249,65,48,341,229,494,18,80,386,1
369,407,44,99,114,207,467,32,21,326,4
471,254,74,343,107,234,170,58,36,125,1
443,69,73,104,371,248,418,42,87,274,0
200,362,31,241,252,351,349,38,8,252,4
435,344,88,441,210,48,228,75,59,246,3
458,161,92,159,410,201,242,81,89,482,1
19,7,71,192,383,141,25,65,53,470,4
117,249,51,110,446,21,163,20,20,260,2
61,490,38,293,477,470,342,49,39,88,1
353,189,0,393,301,303,61,87,25,117,1
432,452,47,92,306,28,450,65,14,262,3
245,270,52,16,273,214,8,24,89,151,0
223,104,98,124,302,471,349,86,82,353,0
424,286,1,456,440,228,323,16,58,265,5
270,179,47,374,447,30,421,80,67,496,5
193,46,29,354,433,23,480,90,97,22,0
381,384,27,278,70,368,471,47,3,73,2
24,27,25,218,82,169,426,58,11,180,0
54,291,36,93,257,381,413,50,27,251,1
392,495,54,439,256,469,25,11,36,293,2
114,15,72,46,282,316,298,72,79,365,0
84,328,23,226,283,334,252,92,98,73,4
434,274,27,285,432,88,460,55,33,248,1
330,433,49,328,220,34,175,21,7,155,0
450,299,49,122,267,492,389,10,91,237,3
66,307,13,73,303,493,459,44,84,214,3
20,198,48,178,32,256,100,18,61,267,4
190,158,24,161,126,284,52,25,26,55,0
188,412,2,138,27,449,201,67,21,169,0
17,147,85,107,266,347,147,34,13,17,3
264,109,93,99,425,59,409,79,59,295,5
208,138,1,370,33,398,356,17,51,199,4
324,420,27,446,459,44,398,29,18,298,1
4,104,10,451,187,434,446,10,23,131,1
458,321,58,382,308,72,68,82,63,154,5
146,289,99,275,15,258,426,28,40,345,0
237,369,64,266,46,202,432,32,1,90,2
440,208,42,487,364,320,451,97,36,2,4
159,174,92,196,309,313,318,67,47,286,3
272,148,27,351,29,69,91,8,54,487,4
474,429,9,392,18,404,313,30,8,106,0
112,45,55,112,237,205,265,40,1,418,3
398,315,23,483,444,351,470,56,55,364,4
357,286,32,80,227,346,241,81,6,357,5
172,62,47,273,382,195,282,0,44,410,1
171,371,66,376,426,314,356,29,57,21,5
214,460,3,63,11,26,259,22,42,105,0
43,271,25,335,485,429,435,94,0,486,5
150,348,10,334,398,60,64,37,18,125,0
233,399,6,43,459,489,123,84,35,125,2
286,336,74,444,213,443,425,20,97,176,2
334,465,99,87,83,70,8,35,19,318,0
333,480,9,418,45,448,253,30,91,418,2
383,17,1,75,218,165,425,61,11,153,2
248,342,57,323,365,14,335,60,50,175,0
93,248,50,48,374,259,397,11,39,319,2
123,37,29,372,186,136,95,16,32,437,4
490,134,87,116,9,76,424,36,48,48,0
349,403,0,139,196,285,420,83,98,221,3
101,19,38,65,360,19,11,1,3,389,4
72,161,28,399,362,121,493,82,83,276,1
22,179,29,258,53,341,345,19,34,498,5
64,288,68,270,121,427,62,74,63,453,1
82,300,1,101,208,408,319,59,68,332,4
475,490,62,294,125,237,456,25,47,73,0
52,181,18,261,115,195,59,22,79,377,4
386,328,65,335,126,19,233,23,90,420,4
499,120,66,438,486,82,170,85,53,103,1
275,14,54,489,259,372,450,82,33,354,2
269,11,23,424,480,129,282,37,62,359,4
287,274,62,401,8,119,486,32,53,467,5
406,213,35,35,71,279,241,24,44,142,1
105,99,8,355,250,373,18,88,87,456,1
237,368,60,322,489,128,126,47,26,278,5
379,307,41,242,182,134,171,28,61,198,0
219,277,48,17,379,389,237,86,40,205,0
363,296,38,499,46,126,341,82,9,25,0
306,137,57,349,396,126,174,13,30,134,5
155,253,59,221,2,376,44,61,27,401,5
333,192,93,139,232,289,71,81,63,448,4
368,354,62,264,123,160,86,32,16,193,3
440,345,16,378,387,462,244,49,49,242,3
459,382,11,68,412,81,282,12,63,325,1
360,102,21,4,227,141,241,7,24,94,4
289,274,20,276,304,299,261,67,66,288,0
212,284,29,102,168,45,294,35,84,376,5
222,94,5,201,208,52,294,64,36,163,4
80,452,5,352,377,393,103,79,0,205,4
312,352,85,304,444,16,39,60,55,52,0
349,73,51,418,58,269,461,20,25,397,5
429,161,59,490,242,145,206,9,26,308,3
242,475,94,171,36,216,85,47,93,351,4
295,309,42,428,8,293,493,57,94,310,3
323,179,4,127,244,368,178,4,58,284,1
56,306,36,19,179,449,90,48,6,435,2
60,95,83,83,7,403,367,74,1,304,1
306,244,99,481,157,158,497,24,64,94,4
23,74,91,388,21,37,441,30,93,465,5
337,243,8,307,139,24,214,43,14,374,5
394,379,0,371,123,381,213,35,63,38,2
49,12,37,20,407,176,112,64,62,180,2
478,207,76,398,75,327,67,52,87,369,4
290,380,74,314,442,256,286,96,70,393,2
431,456,83,272,84,320,469,92,87,261,2
227,99,1,430,180,228,122,14,36,492,5
65,437,21,297,79,44,138,63,99,199,4
382,149,90,264,301,228,62,86,99,166,5
367,143,27,155,139,31,98,78,79,412,2
367,108,61,183,200,400,394,62,45,231,4
233,190,41,430,121,344,482,32,1,200,1
153,258,76,148,433,467,93,6,31,436,3
377,407,39,37,368,464,138,57,69,223,0
209,305,86,439,285,301,421,17,8,488,1
367,422,86,380,32,15,244,23,39,146,3
13,13,40,148,11,8,210,69,97,274,2
397,261,37,461,458,31,144,38,79,326,0
59,338,8,35,287,495,384,81,98,272,5
429,197,96,0,28,266,424,55,17,249,5
269,443,17,77,266,6,185,47,32,90,0
17,164,23,488,495,263,290,81,96,256,5
37,40,20,84,49,0,288,48,9,463,2
360,242,78,216,90,189,240,44,47,215,5
314,141,33,467,25,329,367,24,39,161,4
494,84,72,431,125,392,96,35,84,209,0
429,449,16,282,443,483,284,21,15,290,3
322,385,46,333,377,104,51,13,65,6,0
392,406,35,9,471,341,372,59,95,308,0
45,17,32,482,453,339,451,96,70,361,1
407,62,98,321,163,427,135,2,75,43,0
268,231,98,9,69,115,301,92,69,301,4
382,439,22,219,497,355,382,84,30,40,2
39,125,89,6,255,394,335,98,92,352,0
42,55,28,161,351,258,464,71,31,224,0
61,359,9,351,322,377,208,25,73,440,2
86,282,39,407,170,14,323,25,83,123,1
95,113,11,416,427,375,328,39,41,100,0
286,487,29,259,290,223,365,36,87,393,2
86,455,47,426,408,1,325,81,28,60,2
104,14,40,64,130,247,418,81,48,400,1
333,248,97,65,419,415,99,53,76,317,1
177,203,1,458,437,0,171,59,48,405,4
207,260,61,95,468,299,45,75,74,350,3
363,475,79,405,1,398,472,95,42,313,4
278,334,64,173,43,493,305,4,19,295,4
28,58,72,141,264,439,368,35,90,291,4
301,46,91,297,89,339,89,4,75,64,4
411,119,49,427,371,365,161,81,55,309,5
344,274,87,127,235,189,365,87,20,392,4
384,436,27,303,273,436,103,42,74,267,0
123,419,68,454,118,268,485,36,60,347,0
54,180,44,428,204,153,304,48,72,390,0
434,100,34,7,306,135,442,35,35,149,5
96,289,75,23,258,254,152,89,6,450,4
421,43,68,16,89,37,157,95,47,11,0
468,6,56,198,220,306,185,26,73,149,0
207,344,42,239,398,249,254,73,3,174,1
294,429,22,205,374,399,487,96,83,175,5
337,155,98,259,113,311,428,12,90,165,5
125,94,99,387,168,332,217,18,91,81,2
299,196,70,234,245,429,69,7,82,317,4
424,6,66,310,412,441,330,11,5,24,1
445,265,13,56,382,209,348,41,43,14,1
80,76,44,226,171,423,205,0,59,121,4
444,177,60,432,248,423,41,48,60,329,5
101,448,70,343,199,186,133,79,38,379,4
347,234,17,187,323,109,252,97,18,488,1
234,291,82,236,497,448,187,97,29,74,4
216,232,23,219,53,56,354,67,61,468,2
286,387,58,96,263,282,156,10,58,111,3
34,82,3,129,79,461,156,65,47,336,2
443,47,12,381,271,474,258,77,69,10,2
379,462,0,263,184,273,447,36,85,459,3
483,427,66,406,334,188,438,86,77,392,2
448,336,15,174,206,245,300,4,96,117,4
15,37,58,273,106,409,12,93,13,319,4
115,5,56,229,181,205,259,33,25,102,0
230,283,41,280,469,430,128,45,83,400,4
259,371,13,94,378,360,262,24,89,474,1
74,203,49,491,30,176,342,55,91,21,4
396,74,52,317,45,64,481,73,93,340,1
163,482,68,245,360,243,45,35,11,298,0
195,327,54,269,449,165,76,94,14,101,2
355,98,60,253,147,265,293,89,81,82,3
165,244,58,45,411,382,443,31,28,203,4
484,326,89,61,134,338,24,60,18,105,5
465,16,13,294,433,152,264,0,26,183,2
115,334,42,98,29,363,362,64,53,339,5
172,289,28,252,284,93,398,72,13,84,5
335,60,33,118,90,433,247,8,63,19,3
147,170,75,239,86,111,4,64,78,453,1
356,239,93,488,188,116,203,72,1,322,4
79,386,22,488,161,17,449,86,17,300,5
426,257,42,343,195,142,53,13,79,86,1
159,198,44,390,330,48,219,84,90,118,1
163,415,44,105,13,39,155,32,15,431,3
354,388,71,265,134,357,73,81,77,297,5
419,357,63,266,203,460,450,83,57,384,0
196,390,8,130,475,422,4,8,40,318,4
255,284,53,432,22,447,1,39,30,396,3
259,463,60,338,109,465,8,5,98,277,2
213,350,21,423,197,144,245,98,39,436,2
84,474,45,369,240,327,245,70,31,411,3
278,44,30,49,51,94,327,57,97,25,0
225,358,38,204,135,241,491,26,4,425,5
180,232,10,438,188,6,312,52,40,5,1
322,414,29,6,415,245,381,70,93,488,2
433,183,84,11,426,497,69,1,63,230,3
81,367,77,396,403,445,341,5,63,308,4
196,130,42,76,70,476,421,60,49,130,3
452,203,41,149,411,54,202,14,29,68,5
65,16,8,250,59,485,110,45,33,163,1
490,266,51,409,111,1,53,53,23,497,4
46,3,43,129,472,485,60,54,85,115,5
192,453,87,142,20,184,293,86,63,333,5
474,16,65,300,220,336,369,53,10,26,1
183,349,18,434,40,325,46,74,58,53,5
12,279,43,315,170,205,404,90,9,495,2
278,22,55,204,199,260,101,95,4,338,4
454,182,15,415,86,336,51,48,38,111,3
274,435,57,46,474,273,126,7,60,128,3
203,285,72,468,378,349,127,67,88,336,4
147,428,24,151,9,105,156,47,53,57,4
183,186,66,252,343,163,476,52,28,472,3
64,158,60,346,120,64,38,33,32,198,0
2,431,38,30,214,338,487,5,22,72,1
473,367,23,144,465,476,132,46,29,219,2
426,302,51,392,343,76,169,93,12,461,4
